,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
1294,Hip Hop Evolution,1,2016,7,0.2042553191489362,0.851851851851852,0.0025424517134766695
1295,The Get Down,1,2016,7,0.26382978723404255,0.8271604938271603,0.009830783901303321
1296,Blue Jay,0,2016,11,0.3446808510638298,0.7160493827160493,0.007506999787945332
1297,Bert Kreischer: The Machine,0,2016,11,0.2978723404255319,0.7530864197530864,0.0006648200422963096
1298,ARQ,0,2016,4,0.37446808510638296,0.5925925925925926,0.01695467452694395
1299,Dragons: Race to the Edge,1,2015,10,0.09361702127659574,0.8271604938271603,0.0027139470692149085
1300,Ratchet & Clank,0,2016,2,0.4,0.49382716049382713,0.004743235301767902
1301,Dangal,0,2016,2,0.6851063829787234,0.851851851851852,0.07946186608990148
1302,Pee-wee's Big Holiday,0,2016,2,0.3829787234042553,0.5679012345679012,0.003518079534167474
1303,Headshot,0,2016,11,0.5021276595744681,0.5925925925925926,0.0064379092026876725
1304,Flaked,1,2016,7,0.13617021276595745,0.7037037037037037,0.004963666350274636
1305,A Very Secret Service,1,2015,7,0.1148936170212766,0.7654320987654322,0.001523619407278545
1306,Voltron: Legendary Defender,1,2016,10,0.1021276595744681,0.8148148148148148,0.003835941106114184
1307,Transformers: Robots In Disguise,1,2015,10,0.08936170212765958,0.5555555555555556,0.00045981916718504704
1308,The Young Messiah,0,2016,3,0.5106382978723404,0.5061728395061728,0.001559329237136636
1309,Crazyhead,1,2016,11,0.18297872340425533,0.7037037037037037,0.0021954932431270703
1310,Lady Dynamite,1,2016,7,0.1276595744680851,0.7160493827160493,0.0016091466540991578
1311,No Tomorrow,1,2016,5,0.2,0.7160493827160493,0.0022466332463806325
1312,Marauders,0,2016,4,0.4553191489361702,0.49382716049382713,0.009665460614923271
1313,White Girl,0,2016,11,0.37446808510638296,0.5185185185185185,0.004691213574320312
1314,Greenleaf,1,2016,7,0.17872340425531916,0.7160493827160493,0.0022717623859104
1315,Grizzy & the Lemmings,1,2016,10,0.029787234042553193,0.691358024691358,0.00025305484368573055
1316,Our Brand Is Crisis,0,2015,4,0.4595744680851064,0.5679012345679012,0.009761568552072207
1317,The Ridiculous 6,0,2015,3,0.5063829787234042,0.40740740740740733,0.021130520309855516
1318,Special Correspondents,0,2016,3,0.425531914893617,0.5308641975308642,0.010432560663726704
1319,Jem and the Holograms,0,2015,2,0.5063829787234042,0.32098765432098764,0.0034382834946080363
1320,Mascots,0,2016,11,0.37872340425531914,0.5308641975308642,0.0032517988275713393
1321,Mindhorn,0,2016,4,0.37872340425531914,0.5925925925925926,0.005497109487660932
1322,The Do-Over,0,2016,3,0.4595744680851064,0.5185185185185185,0.019900955921284956
1323,Bo Burnham: Make Happy,0,2016,11,0.2553191489361702,0.851851851851852,0.006326811954240279
1324,7 Years,0,2016,11,0.32765957446808514,0.6419753086419754,0.0021456758261645483
1325,Zumbo's Just Desserts,1,2016,5,0.22127659574468087,0.6666666666666667,0.000934627645668552
1326,The Letdown,1,2016,11,0.1276595744680851,0.7407407407407407,0.0014319200910997438
1327,Case,1,2015,11,0.19574468085106383,0.6790123456790124,0.0011828330062871343
1328,For the Love of Spock,0,2016,11,0.4468085106382979,0.7530864197530864,0.0019151049494265046
1329,Suffragette,0,2015,3,0.451063829787234,0.6666666666666667,0.01830635771638724
1330,The Girl King,0,2015,11,0.451063829787234,0.5308641975308642,0.0017899001138746797
1331,Dream/Killer,0,2015,11,0.4553191489361702,0.7283950617283951,0.0008521864335270335
1332,Sinatra: All or Nothing at All,1,2015,5,0.5191489361702127,0.8024691358024691,0.0010355850658846362
1333,Amanda Knox,0,2016,11,0.39148936170212767,0.6666666666666667,0.010564819292830745
1334,Tallulah,0,2016,11,0.4723404255319149,0.6419753086419754,0.008863973322552786
1335,By the Sea,0,2015,4,0.5191489361702127,0.4691358024691358,0.009053544024268577
1336,Marco Polo: One Hundred Eyes,0,2015,11,0.11914893617021277,0.7777777777777778,0.004733536335633605
1337,The Adventures of Puss in Boots,1,2015,10,0.09787234042553192,0.6296296296296295,0.0007454978060497743
1338,Last Chance U,1,2016,7,0.23404255319148937,0.851851851851852,0.0029908084661393664
1339,Molang,1,2015,6,0.012765957446808512,0.851851851851852,0.00015033397508159253
1340,Signal,1,2016,7,0.3021276595744681,0.8765432098765432,0.002791979660386292
1341,Between,1,2015,5,0.10638297872340426,0.5555555555555556,0.0039915654263599385
1342,Midnight Diner: Tokyo Stories,1,2016,5,0.11914893617021277,0.851851851851852,0.0018092980461432723
1343,Ares,0,2016,11,0.3404255319148936,0.5802469135802469,0.0017585989049867235
1344,Results,0,2015,4,0.4468085106382979,0.4814814814814815,0.003116013301691191
1345,I Am the Pretty Thing That Lives in the House,0,2016,11,0.37872340425531914,0.382716049382716,0.006386328337337097
1346,Reply 1988,1,2015,5,0.4042553191489362,0.9506172839506172,0.0028885284596322416
1347,Sunny Bunnies,1,2015,9,0.012765957446808512,0.6296296296296295,3.967758873121211e-05
1348,Cinderella and Four Knights,1,2016,8,0.25957446808510637,0.7407407407407407,0.0016126735508752656
1349,Legends of the Hidden Temple,0,2016,2,0.2893617021276596,0.5185185185185185,0.0003928081284389999
1350,Simon,1,2016,9,0.02127659574468085,0.6790123456790124,5.3785175835643085e-05
1351,David Brent: Life on the Road,0,2016,11,0.4085106382978724,0.5925925925925926,0.008817241940269359
1352,Conspiracy,1,2015,5,0.18297872340425533,0.5802469135802469,0.00015959207911887536
1353,The Sound of Your Heart,1,2016,11,0.1021276595744681,0.8271604938271603,0.00047172244380441064
1354,Spotless,1,2015,7,0.24680851063829787,0.7654320987654322,0.0016003294121588886
1355,Message from the King,0,2016,4,0.4340425531914894,0.6049382716049383,0.007130944419192844
1356,Sebastian Maniscalco: Why Would You Do That?,0,2016,11,0.2680851063829787,0.7160493827160493,0.00046643209864024904
1357,Club de Cuervos,1,2015,7,0.18723404255319148,0.8271604938271603,0.0024287092924471947
1358,Little Things,1,2016,7,0.10638297872340426,0.8271604938271603,0.0028462056983189488
1359,Care Bears and Cousins,1,2015,9,0.09787234042553192,0.654320987654321,3.394638147003703e-05
1360,Sleight,0,2016,4,0.37872340425531914,0.54320987654321,0.003808607656099349
1361,Middle School: The Worst Years of My Life,0,2016,2,0.39148936170212767,0.5555555555555556,0.003953210423919767
1362,Kuromukuro,1,2016,5,0.1021276595744681,0.7037037037037037,0.0005554862422369695
1363,Rock the Kasbah,0,2015,4,0.425531914893617,0.49382716049382713,0.00527182895608705
1364,Marseille,1,2016,7,0.19574468085106383,0.6666666666666667,0.00223869772863439
1365,Puffin Rock,1,2015,9,0.04680851063829787,0.8888888888888885,0.00039060381795393256
1366,Chef's Table: France,1,2016,5,0.2553191489361702,0.8271604938271603,0.0007574010826691378
1367,Veteran,0,2015,11,0.5276595744680851,0.6790123456790124,0.0028638401821994876
1368,A Very Murray Christmas,0,2015,11,0.23829787234042554,0.49382716049382713,0.006799416122238716
1369,The Method,1,2015,7,0.2170212765957447,0.7283950617283951,0.0012251557676004274
1370,Skylanders Academy,1,2016,10,0.09787234042553192,0.6419753086419754,0.00031962502033476423
1371,Kevin Hart: What Now?,0,2016,4,0.4085106382978724,0.54320987654321,0.004167469403068312
1372,Extraction,0,2015,4,0.39148936170212767,0.32098765432098764,0.004926633934125504
1373,Tramps,0,2016,11,0.35319148936170214,0.6172839506172839,0.0024049027392084674
1374,The Warriors Gate,0,2016,3,0.4595744680851064,0.4814814814814815,0.00222723531411204
1375,The Dreamseller,0,2016,11,0.4085106382978724,0.5555555555555556,0.0006317553850202995
1376,LEGO Marvel Super Heroes: Avengers Reassembled!,0,2015,11,0.09361702127659574,0.5679012345679012,0.0003694424372972861
1377,Incarnate,0,2016,3,0.3872340425531915,0.45679012345679015,0.005692852258734911
1378,GÃ¼eros,0,2015,11,0.451063829787234,0.7283950617283951,0.0018141475292104204
1379,Term Life,0,2016,4,0.39574468085106385,0.5061728395061728,0.0034629717720407903
1380,The Distinguished Citizen,0,2016,11,0.5021276595744681,0.7407407407407407,0.005065505494684747
1381,Drishyam,0,2015,4,0.6936170212765957,0.8271604938271603,0.034858966010854905
1382,Tig,0,2015,11,0.4042553191489362,0.7283950617283951,0.001165639384503609
1383,John Mulaney: The Comeback Kid,0,2015,2,0.26382978723404255,0.7901234567901235,0.0037323385133160194
1384,"Can't Cope, Won't Cope",1,2016,7,0.09787234042553192,0.7160493827160493,0.0003857543348867844
1385,Rocco,0,2016,11,0.4468085106382979,0.5185185185185185,0.0017488999388524272
1386,Minimalism: A Documentary About the Important Things,0,2015,11,0.33617021276595743,0.6419753086419754,0.006899932680357787
1387,Lego Bionicle: The Journey to One,1,2016,10,0.0723404255319149,0.49382716049382713,7.27422460072222e-05
1388,The Mr. Peabody & Sherman Show,1,2015,11,0.09787234042553192,0.5185185185185185,0.00018868897752176425
1389,Fate/Grand Order: First Order,0,2016,11,0.30638297872340425,0.5185185185185185,0.0003791414034315824
1390,Inspector Gadget,1,2015,9,0.08936170212765958,0.37037037037037035,0.00026848501708120196
1391,Lavender,0,2016,11,0.39148936170212767,0.4691358024691358,0.0030860346790942753
1392,Heidi,1,2015,9,0.1148936170212766,0.7037037037037037,0.00010095742021608415
1393,True Memoirs of an International Assassin,0,2016,3,0.41702127659574467,0.54320987654321,0.009902203561019503
1394,Danger Mouse,1,2015,11,0.05106382978723405,0.7037037037037037,0.00025305484368573055
1395,The Darkness,0,2016,3,0.39148936170212767,0.37037037037037035,0.006984578202984372
1396,Hot Girls Wanted,0,2015,11,0.3574468085106383,0.5679012345679012,0.007689516696108908
1397,Haters Back Off,1,2016,5,0.1276595744680851,0.5679012345679012,0.003164508132362673
1398,Intersection,1,2016,7,0.4127659574468085,0.6419753086419754,0.0005056688252744477
1399,Terrace House: Boys & Girls in the City,1,2015,5,0.12340425531914893,0.8148148148148148,0.0007137557350648045
1400,High & Low The Movie,0,2016,11,0.548936170212766,0.6296296296296295,0.0002460010501335151
1401,The K2,1,2016,5,0.2765957446808511,0.7901234567901235,0.002473236364245555
1402,Dinotrux,1,2015,10,0.09787234042553192,0.654320987654321,0.00019971052994710096
1403,"Hello, My Twenties!",1,2016,5,0.2680851063829787,0.8395061728395062,0.0009355093698625789
1404,Dawn of the Croods,1,2015,10,0.09787234042553192,0.5308641975308642,0.0003116895025885218
1405,Kong: King of the Apes,1,2016,10,0.08936170212765958,0.54320987654321,0.0001410758710443097
1406,Pandora,0,2016,4,0.5787234042553192,0.6296296296296295,0.0032178524461013024
1407,Ok Kanmani,0,2015,2,0.5914893617021276,0.7407407407407407,0.002520408608625996
1408,Bella and the Bulldogs,1,2015,6,0.09787234042553192,0.4320987654320988,0.0009297781626014038
1409,Unnatural Selection,1,2015,7,0.14893617021276595,0.8148148148148148,3.086034679094275e-06
1410,The Lighthouse of the Orcas,0,2016,11,0.46808510638297873,0.654320987654321,0.0016924695904347033
1411,Sin senos sÃ­ hay paraÃ­so,1,2016,7,0.2,0.6172839506172839,0.00023850639448428612
1412,Cooked,1,2016,8,0.225531914893617,0.7530864197530864,1.6752759686511782e-05
1413,Shaun the Sheep: The Farmer's Llamas,0,2015,11,0.1276595744680851,0.654320987654321,0.0005991315898413029
1414,The Devil's Mistress,0,2016,11,0.4723404255319149,0.5308641975308642,0.0010228000650712456
1415,Opening Night,0,2016,11,0.3829787234042553,0.5555555555555556,0.0011484457627200838
1416,Mossad 101,1,2015,7,0.17872340425531916,0.654320987654321,0.00027642053482744436
1417,"Surviving Compton: Dre, Suge and Michel'le",0,2016,11,0.3702127659574468,0.6296296296296295,0.00028215174208861947
1418,Secrets of Great British Castles,1,2015,8,0.2170212765957447,0.7777777777777778,0.00045232451153581803
1419,Netflix Presents: The Characters,1,2016,7,0.13191489361702127,0.4691358024691358,0.00036591554052117835
1420,Project McÂ²,1,2015,6,0.1021276595744681,0.5679012345679012,0.0004320448550731985
1421,Kapoor & Sons,0,2016,3,0.5617021276595745,0.7654320987654322,0.011368510895686298
1422,El Chema,1,2016,7,0.18723404255319148,0.6666666666666667,0.00013137690491001343
1423,Tokyo Trial,1,2016,7,0.20851063829787234,0.7283950617283951,0.0006784867673037271
1424,Love O2O,1,2016,5,0.19148936170212766,0.8024691358024691,0.0010214774787802052
1425,Baaghi,0,2016,11,0.5659574468085107,0.4691358024691358,0.0038888445577558006
1426,Good Morning Call,1,2016,5,0.2042553191489362,0.7654320987654322,0.0013591778450925216
1427,Mercy,0,2016,11,0.34893617021276596,0.32098765432098764,0.0014976085435547504
1428,Our Lovers,0,2016,11,0.37446808510638296,0.6419753086419754,0.0018229647711506898
1429,Inside the World's Toughest Prisons,1,2016,7,0.2042553191489362,0.691358024691358,0.001208843870010929
1430,Septembers of Shiraz,0,2015,3,0.46808510638297873,0.7901234567901235,1.4548449201444442e-05
1431,Ordinary World,0,2016,11,0.36595744680851067,0.49382716049382713,0.0013353712918537943
1432,Beat Bugs,1,2016,9,0.06382978723404255,0.7530864197530864,0.0002279257041559629
1433,Dhanak,0,2015,11,0.451063829787234,0.7901234567901235,0.0017140718331883633
1434,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,0,2016,11,0.3148936170212766,0.5061728395061728,0.00026848501708120196
1435,Captive,1,2016,11,0.2680851063829787,0.654320987654321,0.00031697984775268343
1436,Demetri Martin: Live (At The Time),0,2015,11,0.25957446808510637,0.7283950617283951,0.0009513804053550637
1437,Brothers,0,2015,3,0.6638297872340425,0.6049382716049383,0.005678744671630481
1438,Another Miss Oh,1,2016,7,0.2936170212765957,0.7901234567901235,0.0007776807391317574
1439,Rebirth,0,2016,11,0.4297872340425532,0.4197530864197532,0.002270880661716373
1440,Audrie & Daisy,0,2016,11,0.4042553191489362,0.7037037037037037,0.002901313460445632
1441,T@gged,1,2016,5,0.09361702127659574,0.7160493827160493,0.0008848102287060301
1442,Riot,0,2015,11,0.3702127659574468,0.4444444444444444,0.0014667481967638076
1443,Anjelah Johnson: Not Fancy,0,2015,11,0.2680851063829787,0.5185185185185185,0.0003002270880661716
1444,The Deep,1,2015,10,0.09361702127659574,0.8148148148148148,0.00028215174208861947
1445,La NiÃ±a,1,2016,7,0.19148936170212766,0.8395061728395062,0.00028082915579757907
1446,Colin Quinn: The New York Story,0,2016,11,0.26382978723404255,0.654320987654321,0.0004342491655582659
1447,Ask the Storybots,1,2016,9,0.11063829787234043,0.851851851851852,0.0003813457139166497
1448,Divines,0,2016,11,0.4468085106382979,0.7283950617283951,0.004291351652329097
1449,MindGamers,0,2015,11,0.4127659574468085,0.2592592592592593,0.00047965796155065304
1450,La esclava blanca,1,2016,7,0.17446808510638298,0.8148148148148148,0.0002512913952976767
1451,Tony Robbins: I Am Not Your Guru,0,2016,11,0.48936170212765956,0.6419753086419754,0.001908932880068316
1452,I Am Michael,0,2015,11,0.41702127659574467,0.5061728395061728,0.002420332912603939
1453,Justin Timberlake + The Tennessee Kids,0,2016,11,0.3829787234042553,0.7777777777777778,0.0009557890263251984
1454,World of Winx,1,2016,10,0.09787234042553192,0.6296296296296295,0.0003130120888795622
1455,Heneral Luna,0,2015,4,0.5021276595744681,0.7283950617283951,0.0009187566101760671
1456,Un + une,0,2015,11,0.48936170212765956,0.5802469135802469,0.001002520408608626
1457,Mucize,0,2015,3,0.5787234042553192,0.7654320987654322,0.0054622813819968676
1458,Pororo the Little Penguin,1,2016,11,0.03404255319148936,0.5925925925925926,3.659155405211784e-05
1459,The Heirs,0,2015,11,0.3021276595744681,0.5185185185185185,9.654879924594948e-05
1460,72 Cutest Animals,1,2016,11,0.1148936170212766,0.5185185185185185,0.00018868897752176425
1461,Richie Rich,1,2015,8,0.09361702127659574,0.19753086419753088,0.00045673313250595274
1462,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,0,2016,3,0.3702127659574468,0.7283950617283951,0.0011083273118918584
1463,In the Shadow of Iris,0,2016,11,0.42127659574468085,0.5679012345679012,0.001874104774404252
1464,Jim Jefferies: Freedumb,0,2016,4,0.36595744680851067,0.7654320987654322,0.002375364978708565
1465,Force 2,0,2016,2,0.5234042553191489,0.5802469135802469,0.00242297808518602
1466,Couple Of Days,0,2016,11,0.43829787234042555,0.6049382716049383,7.053793552215486e-06
1467,3000 Nights,0,2015,11,0.43829787234042555,0.691358024691358,0.00029581846709603697
1468,6 Years,0,2015,11,0.3574468085106383,0.5061728395061728,0.005482561038459488
1469,Tamasha,0,2015,2,0.5914893617021276,0.7283950617283951,0.011808491268505738
1470,Manson Family Vacation,0,2015,11,0.3617021276595745,0.5308641975308642,0.001304951807159865
1471,Garfunkel and Oates: Trying to be Special,0,2016,11,0.26382978723404255,0.7160493827160493,0.0003941307147300403
1472,LEGO Friends: The Power of Friendship,1,2016,9,0.09787234042553192,0.6172839506172839,1.939793226859259e-05
1473,Strange Weather,0,2016,4,0.4042553191489362,0.5555555555555556,0.0006586479729381211
1474,Rainbow Time,0,2016,11,0.3872340425531915,0.54320987654321,0.0003108077783944949
1475,Much Loved,0,2015,11,0.4595744680851064,0.5802469135802469,0.0011978223175855922
1476,The Good Cop,1,2015,7,0.1276595744680851,0.7654320987654322,0.00016091466540991576
1477,Always Be My Maybe,0,2016,11,0.4765957446808511,0.6419753086419754,0.00016179638960394272
1478,Tales by Light,1,2015,11,0.1148936170212766,0.8395061728395062,0.000837637984325589
1479,The Guardian Brothers,0,2016,2,0.43829787234042555,0.4814814814814815,0.0009236060932432152
1480,"ChatÃ´, The King of Brazil",0,2015,11,0.425531914893617,0.4814814814814815,5.731207261175082e-06
1481,One More Time,1,2016,5,0.13191489361702127,0.6666666666666667,0.00024644191223052855
1482,My Runway,1,2016,5,0.10638297872340426,0.5925925925925926,0.00011286069683544778
1483,Riphagen the Untouchable,0,2016,11,0.5617021276595745,0.691358024691358,0.003392874698615649
1484,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,0,2016,11,0.4595744680851064,0.5925925925925926,0.002632387581267417
1485,Dear My Friends,1,2016,7,0.2978723404255319,0.8271604938271603,0.00015430173395471376
1486,Toon,1,2016,7,0.1148936170212766,0.7530864197530864,0.00039016295585691906
1487,White Nights,1,2016,11,0.26382978723404255,0.6666666666666667,0.00012432311135779792
1488,Udta Punjab,0,2016,4,0.6297872340425532,0.7777777777777778,0.013143862560359532
1489,The Paper,1,2016,7,0.2042553191489362,0.7283950617283951,2.6010863723794608e-05
1490,Toro,0,2016,4,0.4468085106382979,0.54320987654321,0.0014125221588311512
1491,Jeff Dunham: Unhinged in Hollywood,0,2015,2,0.2553191489361702,0.6419753086419754,0.0003121303646855353
1492,Tom Segura: Mostly Stories,0,2016,11,0.31063829787234043,0.7407407407407407,0.001544339925838178
1493,Hunterrr,0,2015,4,0.6,0.6790123456790124,0.0027306998289014202
1494,H20: Mermaid Adventures,1,2015,9,0.1021276595744681,0.5185185185185185,7.803259117138382e-05
1495,Colin Quinn: Unconstitutional,0,2015,11,0.23404255319148937,0.6790123456790124,0.00020279656462619523
1496,Keith Richards: Under the Influence,0,2015,2,0.34893617021276596,0.691358024691358,0.0014777697491891444
1497,Terrace House: Aloha State,1,2016,11,0.15319148936170213,0.7407407407407407,0.0004293996824911177
1498,Stories by Rabindranath Tagore,1,2015,8,0.18297872340425533,0.9012345679012347,0.0005687121051473736
1499,The Haunted House,1,2016,8,0.10638297872340426,0.851851851851852,2.909689840288888e-05
1500,Cheer Squad,1,2016,8,0.17872340425531916,0.7037037037037037,7.097879761916833e-05
1501,Mohenjo Daro,0,2016,11,0.6595744680851064,0.5061728395061728,0.005109591704386094
1502,4K Fireplace,0,2015,0,0.7702127659574468,0.7654320987654322,1.895707017157912e-05
1503,Zip & Zap and the Captain's Island,0,2016,11,0.4468085106382979,0.5308641975308642,0.0002645172582080807
1504,72 Dangerous Places to Live,1,2016,8,0.20851063829787234,0.5802469135802469,0.0001494522508875656
1505,Paquita Salas,1,2016,11,0.11063829787234043,0.8024691358024691,0.001358736982995508
1506,Smoke & Mirrors,0,2016,4,0.5234042553191489,0.6666666666666667,0.003480606255921329
1507,Nightmare Teacher,1,2016,7,0.06808510638297872,0.691358024691358,0.00018428035655162957
1508,Ð¢Ñ€Ð¸ ÐºÐ¾Ñ‚Ð°,1,2015,9,0.02127659574468085,0.654320987654321,3.967758873121211e-05
1509,I Called Him Morgan,0,2016,11,0.3872340425531915,0.7160493827160493,0.0007847345326839728
1510,The Next Skin,0,2016,11,0.425531914893617,0.5802469135802469,0.0008001647060794443
1511,Old Money,1,2015,7,0.2,0.7160493827160493,0.00021514070334257234
1512,Belgica,0,2016,11,0.5404255319148936,0.6419753086419754,0.001971976159941242
1513,Taxi Driver,0,2015,11,0.425531914893617,0.5555555555555556,2.777431211184848e-05
1514,XOXO,0,2016,11,0.39148936170212767,0.4691358024691358,0.003075453988765952
1515,Rainbow Ruby,1,2016,9,0.04680851063829787,0.6172839506172839,3.174207098496969e-05
1516,Ali Wong: Baby Cobra,0,2016,11,0.2553191489361702,0.7407407407407407,0.003050765711333198
1517,Fearless,1,2016,11,0.18297872340425533,0.691358024691358,0.00012961345652195955
1518,The Lion Woman,0,2016,3,0.5361702127659574,0.6296296296296295,0.0006185295221098955
1519,Prem Ratan Dhan Payo,0,2015,11,0.6978723404255319,0.3580246913580247,0.009470599568043319
1520,The Beginning of Life,0,2016,0,0.41702127659574467,0.7530864197530864,0.00040956088812551167
1521,Pyaar Ka Punchnama 2,0,2015,3,0.676595744680851,0.7160493827160493,0.006596619557612521
1522,Atelier,1,2015,5,0.2936170212765957,0.5925925925925926,8.817241940269359e-07
1523,The Truth Seekers,1,2016,7,0.18723404255319148,0.691358024691358,4.849483067148147e-06
1524,Chris Tucker: Live,0,2015,11,0.39148936170212767,0.5925925925925926,0.0008513047093330065
1525,Schubert in Love,0,2016,11,0.4042553191489362,0.4320987654320988,0.0001547425960517272
1526,Chelsea,1,2016,7,0.24255319148936172,0.5679012345679012,0.0009020038504895554
1527,Home: Adventures with Tip & Oh,1,2016,10,0.08936170212765958,0.54320987654321,0.0002636355340140538
1528,Raman Raghav 2.0,0,2016,11,0.5702127659574469,0.7283950617283951,0.0063373926445686015
1529,White Rabbit Project,1,2016,8,0.2042553191489362,0.6666666666666667,0.0007318310810423567
1530,Witch Hunt: A Century of Murder,1,2015,5,0.19574468085106383,0.7037037037037037,0.0001384306984622289
1531,The Princess Weiyoung,1,2016,5,0.19148936170212766,0.7901234567901235,0.00033593691792426254
1532,Mind Game,1,2015,5,0.18723404255319148,0.7407407407407407,3.086034679094275e-06
1533,Chelsea Does,1,2016,7,0.2553191489361702,0.7160493827160493,0.0010871659312352117
1534,Real Rob,1,2015,5,0.13191489361702127,0.6049382716049383,0.0012326504232496563
1535,Slam,0,2016,11,0.425531914893617,0.5679012345679012,0.0005744433124085487
1536,Gridlocked,0,2016,4,0.48510638297872344,0.5308641975308642,0.002012535472866481
1537,Jessica Darling's It List,0,2016,11,0.33617021276595743,0.49382716049382713,0.0004267545099090369
1538,StoryBots Super Songs,1,2016,9,0.08936170212765958,0.9012345679012347,7.14196597161818e-05
1539,Chocolate City: Vegas Strip,0,2016,3,0.37872340425531914,0.2716049382716049,0.00012873173232793263
1540,Journey to Greenland,0,2016,11,0.41702127659574467,0.5925925925925926,0.0005867874511249258
1541,Fifty,0,2015,11,0.4297872340425532,0.5679012345679012,0.00011197897264142085
1542,All About Asado,0,2016,11,0.3829787234042553,0.6172839506172839,0.0002473236364245555
1543,Phantom,0,2015,11,0.5787234042553192,0.54320987654321,0.004029479566703097
1544,The Ivory Game,0,2016,11,0.4765957446808511,0.7901234567901235,0.001427511470129609
1545,HiGH&LOW: The Red Rain,0,2016,11,0.46808510638297873,0.5802469135802469,0.00011991449038766326
1546,Lens,0,2016,11,0.46382978723404256,0.6296296296296295,0.0005321205510952558
1547,Selfie 69,0,2016,11,0.49361702127659574,0.5679012345679012,0.000747261254437828
1548,Ali Baba and the 7 Dwarfs,0,2015,3,0.48510638297872344,0.5308641975308642,0.008741854521680055
1549,Ghost Patrol,0,2016,11,0.2127659574468085,0.4444444444444444,9.522621295490906e-05
1550,Talvar,0,2015,2,0.5617021276595745,0.8148148148148148,0.015277635109904717
1551,"Liar, Liar, Vampire",0,2015,0,0.28085106382978725,0.5308641975308642,0.00041220606070759247
1552,I'll Sleep When I'm Dead,0,2016,11,0.34893617021276596,0.6296296296296295,0.0005964864172592221
1553,Dil Dhadakne Do,0,2015,3,0.723404255319149,0.6790123456790124,0.007558139791198894
1554,Wazir,0,2016,3,0.43829787234042555,0.7037037037037037,0.008233540523823527
1555,The Worthy,0,2016,11,0.4042553191489362,0.4444444444444444,0.0008711435036986126
1556,Kyaa Kool Hain Hum 3,0,2016,11,0.5276595744680851,0.04938271604938271,0.0019115780526503968
1557,Chronically Metropolitan,0,2016,11,0.36595744680851067,0.4320987654320988,0.0006604114213261749
1558,1898: Our Last Men in the Philippines,0,2016,3,0.5531914893617021,0.6172839506172839,0.0014442642298161208
1559,SofÃ­a NiÃ±o de Rivera: Exposed,0,2016,11,0.3404255319148936,0.7160493827160493,0.00012961345652195955
1560,Russell Peters: Almost Famous,0,2016,11,0.31063829787234043,0.6172839506172839,0.0008274981560942793
1561,Miss in Kiss,1,2016,5,0.15319148936170213,0.7654320987654322,4.100017502225252e-05
1562,Ludo,0,2015,11,0.3829787234042553,0.1604938271604938,0.00036150691955104365
1563,Everything About Her,0,2016,11,0.5361702127659574,0.691358024691358,0.00014239845733535013
1564,#FollowFriday,0,2016,11,0.3829787234042553,0.14814814814814817,0.0001662050105740774
1565,Eddie: Strongman,0,2015,11,0.41702127659574467,0.7283950617283951,0.0005083139978565285
1566,Gabbar Is Back,0,2015,3,0.5531914893617021,0.7037037037037037,0.010876508795419267
1567,The Massively Mixed-Up Middle School Mystery,0,2015,11,0.16595744680851063,0.7160493827160493,3.218293308198316e-05
1568,Jonah,0,2016,2,0.4127659574468085,0.4814814814814815,9.919397182803028e-05
1569,Coach Snoop,1,2016,7,0.12340425531914893,0.654320987654321,0.00025481829207378445
1570,Motu Patlu: King Of Kings,0,2016,0,0.46382978723404256,0.654320987654321,6.701103874604713e-05
1571,Sen Benim HerÅžeyimsin,0,2016,11,0.4553191489361702,0.5802469135802469,0.0011735749022498516
1572,Barakah Meets Barakah,0,2016,11,0.37446808510638296,0.5925925925925926,0.0007388848745945722
1573,Word Party,1,2016,9,0.0851063829787234,0.5185185185185185,0.00015165656137263294
1574,Fitoor,0,2016,11,0.5574468085106383,0.4814814814814815,0.0021082025479184033
1575,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),0,2015,11,0.33191489361702126,0.654320987654321,0.0006617340076172153
1576,Puerto Ricans in Paris,0,2015,4,0.34893617021276596,0.4691358024691358,0.0008019281544674981
1577,Reggie Watts: Spatial,0,2016,11,0.25957446808510637,0.5555555555555556,0.00021954932431270701
1578,You Are My Sunday,0,2016,11,0.5063829787234042,0.7777777777777778,0.0007247772874901412
1579,Layla M.,0,2016,11,0.41702127659574467,0.6419753086419754,0.0007437343576617204
1580,Trailer Park Boys: Out of the Park: Europe,1,2016,7,0.1276595744680851,0.6790123456790124,0.0010051655811907068
1581,Asperger's Are Us,0,2016,11,0.35319148936170214,0.6296296296296295,0.0003227110550138585
1582,Honeytrap,0,2015,11,0.39574468085106385,0.54320987654321,0.00033196915905114134
1583,City of Joy,0,2016,11,0.3148936170212766,0.7407407407407407,0.0002292482904470033
1584,ABCD 2,0,2015,2,0.6553191489361703,0.4814814814814815,0.002756710692625215
1585,Iliza Shlesinger: Freezing Hot,0,2015,11,0.3021276595744681,0.654320987654321,0.0011316930030335721
1586,My Sunshine,1,2015,8,0.19148936170212766,0.6296296296296295,7.935517746242422e-05
1587,Carlos Ballarta: el amor es de putos,0,2016,11,0.2851063829787234,0.6790123456790124,0.00010007569602205722
