,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
4226,I'm Leaving Now,0,2019,11,0.3148936170212766,0.6172839506172839,4.5408795992387194e-05
4227,Spirit Riding Free: Ride Along Adventure,0,2020,11,0.09361702127659574,0.54320987654321,2.4247415335740735e-05
4228,Fan Girl,0,2020,11,0.425531914893617,0.6419753086419754,0.0001591512170218619
4229,122,0,2019,4,0.4042553191489362,0.5802469135802469,0.0024357630859994104
4230,A Trash Truck Christmas,0,2020,0,0.11914893617021277,0.49382716049382713,9.125845408178786e-05
4231,Lugar de Mulher,1,2019,11,0.06382978723404255,0.3950617283950617,1.3225862910404038e-05
4232,Mighty Little Bheem: Festival of Colors,1,2020,11,0.025531914893617023,0.7037037037037037,1.4107587104430973e-05
4233,"Yours Sincerely, Kanan Gill",0,2020,11,0.30638297872340425,0.7037037037037037,0.0004157329574837002
4234,The Zoya Factor,0,2019,11,0.5702127659574469,0.33333333333333337,0.0010461657562129594
4235,Mere Pyare Prime Minister,0,2019,11,0.44255319148936173,0.654320987654321,0.00027774312111848476
4236,Daniel Sosa: Maleducado,0,2019,11,0.2297872340425532,0.5679012345679012,2.909689840288888e-05
4237,A Thousand Goodnights,1,2019,11,0.3574468085106383,0.8024691358024691,3.879586453718518e-05
4238,Red Snow,0,2019,11,0.425531914893617,0.382716049382716,6.568845245500671e-05
4239,Ibrahim: A Fate to Define,0,2019,11,0.3191489361702128,0.7407407407407407,1.058069032832323e-05
4240,To Be of Service,0,2019,11,0.37446808510638296,0.7160493827160493,3.747327824614477e-05
4241,It Takes a Lunatic,0,2019,11,0.5361702127659574,0.6296296296296295,7.27422460072222e-05
4242,What are the Odds?,0,2019,11,0.39148936170212767,0.4691358024691358,0.00036459295423013795
4243,Omo Ghetto: The Saga,0,2020,11,0.46808510638297873,0.7037037037037037,1.983879436560606e-05
4244,The App,0,2019,11,0.33617021276595743,0.14814814814814817,0.0005837014164458315
4245,Amit Tandon: Family Tandoncies,0,2020,11,0.30638297872340425,0.6790123456790124,0.00010801121376829963
4246,Belmonte,0,2019,11,0.3191489361702128,0.5679012345679012,0.0001635598379919966
4247,40 Sticks,0,2020,11,0.39574468085106385,0.6419753086419754,4.1441037119265986e-05
4248,An Unremarkable Christmas,0,2020,11,0.35319148936170214,0.20987654320987656,5.90755209998047e-05
4249,Who's the Boss,0,2020,11,0.4468085106382979,0.5061728395061728,1.3666725007417504e-05
4250,Love Like the Falling Rain,0,2020,11,0.36595744680851067,0.4197530864197532,8.596810891762625e-05
4251,Bombairiya,0,2019,11,0.4595744680851064,0.37037037037037035,0.00018207604606656222
4252,"Hello, Love, Goodbye",0,2019,11,0.5021276595744681,0.7283950617283951,0.000453206235729845
4253,Kilometers and Kilometers,0,2020,11,0.548936170212766,0.6049382716049383,0.0006758415947216463
4254,Love for Sale 2,0,2019,11,0.39148936170212767,0.6790123456790124,0.00023982898077532652
4255,Liss Pereira: Reteniendo Liquidos,0,2019,11,0.25106382978723407,0.6049382716049383,3.923672663419865e-05
4256,Los Tigres del Norte at Folsom Prison,0,2019,11,0.2723404255319149,0.6790123456790124,7.27422460072222e-05
4257,Cops and Robbers,0,2020,3,0.03404255319148936,0.6666666666666667,
4258,Nailed It! Germany,1,2020,5,0.14893617021276595,0.5185185185185185,4.1881899216279455e-05
4259,Sarvam Thaala Mayam,0,2019,2,0.5659574468085107,0.7530864197530864,0.0005404969309385116
4260,Miranda Sings Live... Your Welcome,0,2019,11,0.25957446808510637,0.49382716049382713,0.00018207604606656222
4261,Jeff Garlin: Our Man in Chicago,0,2019,11,0.24680851063829787,0.54320987654321,0.0001838394944546161
4262,Hope Ranch,0,2020,11,0.3446808510638298,0.345679012345679,9.875310973101682e-05
4263,Six Windows in the Desert,1,2020,5,0.08936170212765958,0.345679012345679,0.001353005775734333
4264,Isa Pa with Feelings,0,2019,11,0.4340425531914894,0.7901234567901235,0.00014416190572340398
4265,Scams,1,2019,11,0.1021276595744681,0.6049382716049383,0.00015738776863380804
4266,Kasanova,0,2019,11,0.48936170212765956,0.6419753086419754,1.6752759686511782e-05
4267,K. D.,0,2019,11,0.5063829787234042,0.8641975308641975,0.0007693043592885015
4268,We Are One,0,2020,11,0.36595744680851067,0.382716049382716,3.835500244017171e-05
4269,"Martin Matte: La vie, la mort... eh la la..!",0,2019,11,0.25957446808510637,0.6172839506172839,4.2763623410306386e-05
4270,Small Chops,0,2020,11,0.41702127659574467,0.17283950617283952,1.1021552425336697e-05
4271,Finding Agnes,0,2020,11,0.4468085106382979,0.4197530864197532,6.612931455202019e-05
4272,Rhys Nicholson: Live at the Athenaeum,0,2020,11,0.2765957446808511,0.7530864197530864,0.00012829087023091915
4273,Perfume Imaginary Museum â€œTime Warpâ€,0,2020,11,0.225531914893617,0.6172839506172839,7.935517746242422e-06
4274,Pegasus,0,2019,11,0.41702127659574467,0.5925925925925926,0.0007591645310571917
4275,Kannum Kannum Kollaiyadithaal,0,2020,11,0.6893617021276596,0.7654320987654322,0.002928206048363454
4276,"Wait, My Youth",1,2019,8,0.15319148936170213,0.8148148148148148,5.114000325356228e-05
4277,Nailed It! France,1,2019,5,0.1446808510638298,0.6049382716049383,4.717224438044107e-05
4278,GIMS: On the Record,0,2020,11,0.4085106382978724,0.654320987654321,8.905414359672052e-05
4279,Bangkok Buddies,1,2019,7,0.1702127659574468,0.654320987654321,5.290345164161615e-06
4280,Leyla Everlasting,0,2020,11,0.4765957446808511,0.2716049382716049,0.003283540898556309
4281,Bigflo & Oli: Hip Hop Frenzy,0,2020,11,0.425531914893617,0.6419753086419754,4.981741696252188e-05
4282,27 Steps of May,0,2019,11,0.4765957446808511,0.8148148148148148,0.00020323742672320868
4283,Pinky Malinky,1,2019,10,0.055319148936170216,0.5308641975308642,0.0003791414034315824
4284,Single Slipper Size - 7,0,2019,11,0.5106382978723404,0.851851851851852,0.0013525649136373196
4285,The Charming Stepmom,1,2019,5,0.23829787234042554,0.7777777777777778,5.290345164161615e-06
4286,Mallesham,0,2019,11,0.5574468085106383,0.8395061728395062,0.0004545288220208854
4287,Deon Cole: Cole Hearted,0,2019,11,0.2936170212765957,0.6666666666666667,0.0003870769211778248
4288,15-Aug,0,2019,11,0.5276595744680851,0.5308641975308642,0.0001181510419996094
4289,Sab el-Burumbah,0,2019,11,0.4042553191489362,0.49382716049382713,0.00021073208237243763
4290,Mehandi Circus,0,2019,11,0.574468085106383,0.7283950617283951,0.00023718380819324572
4291,David Batra: Elephant in The Room,0,2020,11,0.32765957446808514,0.54320987654321,8.420466052957237e-05
4292,A New York Christmas Wedding,0,2020,11,0.37446808510638296,0.4691358024691358,0.0004875934792968955
4293,Sanitation Day,0,2020,11,0.44255319148936173,0.22222222222222218,5.290345164161615e-06
4294,The Millions,0,2019,11,0.4,0.49382716049382713,1.4548449201444442e-05
4295,One Day We'll Talk About Today,0,2020,11,0.5148936170212766,0.7283950617283951,0.0004897977897819629
4296,Once Upon a Time in Lingjian Mountain,1,2019,5,0.19148936170212766,0.7407407407407407,0.00011286069683544778
4297,The Perfect Picture: Ten Years Later,0,2019,11,0.6382978723404256,0.5802469135802469,1.895707017157912e-05
4298,True: Terrific Tales,1,2020,11,0.03404255319148936,0.5185185185185185,7.494655649228955e-06
4299,The Beginning of Life 2: Outside,0,2020,0,0.39148936170212767,0.8148148148148148,5.731207261175082e-06
4300,Somewhere Only We Know,1,2019,7,0.24680851063829787,0.7160493827160493,6.745190084306059e-05
4301,Fukrey Boyzzz: Space Mein Fukrapanti,0,2020,11,0.3148936170212766,0.7777777777777778,3.967758873121211e-06
4302,Anitta: Made in HonÃ³rio,1,2020,7,0.12340425531914893,0.654320987654321,0.00017325880412629287
4303,In the Bosom of a Thorn,1,2019,5,0.19574468085106383,0.7160493827160493,1.895707017157912e-05
4304,All Because of You,0,2020,11,0.4297872340425532,0.33333333333333337,9.34627645668552e-05
4305,Uriyadi 2,0,2019,0,0.5063829787234042,0.691358024691358,0.0003857543348867844
4306,Guddiyan Patole,0,2019,11,0.5404255319148936,0.6790123456790124,0.0003081626058124141
4307,Albert  Pinto Ko Gussa Kyun Aata Hai?,0,2019,11,0.34893617021276596,0.49382716049382713,0.0008654122964374375
4308,Maniyarayile Ashokan,0,2020,11,0.46808510638297873,0.3950617283950617,0.0005422603793265655
4309,Futmalls.com,1,2020,5,0.1702127659574468,0.6049382716049383,7.803259117138382e-05
4310,Valentino,1,2020,5,0.16595744680851063,0.45679012345679015,9.169931617880133e-05
4311,Chippa,0,2019,0,0.3829787234042553,0.6049382716049383,0.00047701278896857224
4312,4th Republic,0,2019,11,0.5063829787234042,0.5802469135802469,1.058069032832323e-05
4313,A Tale of Two Kitchens,0,2019,11,0.12340425531914893,0.6172839506172839,6.172069358188551e-05
4314,Mokalik (Mechanic),0,2019,11,0.425531914893617,0.5802469135802469,6.304327987292591e-05
4315,The Body Remembers When the World Broke Open,0,2019,11,0.4468085106382979,0.6790123456790124,0.0003200658824317777
4316,2 Weeks in Lagos,0,2019,11,0.4553191489361702,0.6296296296296295,1.23441387163771e-05
4317,Kids on the Block,0,2019,11,0.43829787234042555,0.5185185185185185,0.00015165656137263294
4318,J-Style Trip,1,2020,5,0.2723404255319149,0.4197530864197532,4.67313822834276e-05
4319,Horrid Henry's Gross Day Out,0,2020,11,0.25957446808510637,0.5679012345679012,1.8516208074565655e-05
4320,The Knight and the Princess,0,2019,2,0.4127659574468085,0.54320987654321,0.00016311897589498312
4321,Penalty,0,2019,11,0.5446808510638298,0.4691358024691358,0.0003764962308495016
4322,The 9th Precinct,0,2019,11,0.4,0.5061728395061728,0.00022748484205894942
4323,Malaal,0,2019,11,0.5787234042553192,0.54320987654321,0.0004545288220208854
4324,Evvarikee Cheppoddu,0,2019,11,0.5659574468085107,0.7037037037037037,0.00017590397670837367
4325,Nasha Natasha,0,2020,11,0.35319148936170214,0.6049382716049383,0.00012961345652195955
4326,Super Monsters Save Christmas,0,2019,0,0.1021276595744681,0.40740740740740733,2.292482904470033e-05
4327,Luckee,0,2019,11,0.48085106382978726,0.3950617283950617,1.719362178352525e-05
4328,In Vitro,0,2019,11,0.1148936170212766,0.7654320987654322,
4329,"Sincerely Yours, Dhaka",0,2019,11,0.5702127659574469,0.6666666666666667,0.00028567863886472716
4330,Kambili: The Whole 30 Yards,0,2020,11,0.5063829787234042,0.6296296296296295,1.4107587104430973e-05
4331,Saavat,0,2019,11,0.4978723404255319,0.6296296296296295,7.097879761916833e-05
4332,Krutant,0,2019,11,0.49361702127659574,0.6049382716049383,4.3645347604333324e-05
4333,ç³–ç³–Online,1,2019,7,0.1021276595744681,0.49382716049382713,7.053793552215486e-06
4334,This Earth of Mankind,0,2019,11,0.7702127659574468,0.6666666666666667,0.00031918415823775073
4335,Holy Expectations,0,2019,11,0.37872340425531914,0.45679012345679015,9.258104037282826e-06
4336,Classmates Minus,0,2020,4,0.5191489361702127,0.691358024691358,0.0006780459052067136
4337,Masameer: The Movie,0,2020,11,0.4765957446808511,0.54320987654321,0.0009822407521460064
4338,Sethum Aayiram Pon,0,2019,0,0.4340425531914894,0.7037037037037037,0.00014901138879055213
4339,The App That Stole Christmas,0,2020,2,0.2680851063829787,0.2716049382716049,0.0003213884687228181
4340,Ali & Alia,0,2019,3,0.4468085106382979,0.4320987654320988,1.23441387163771e-05
4341,Time Out,0,2019,11,0.39574468085106385,0.54320987654321,1.7634483880538717e-05
4342,Sleepless Society NYCTOPHOBIA,1,2019,7,0.19574468085106383,0.49382716049382713,1.6752759686511782e-05
4343,Ave Maryam,0,2019,11,0.3148936170212766,0.6790123456790124,0.00020896863398438379
4344,Chico Bon Bon and the Very Berry Holiday,0,2020,0,0.10638297872340426,0.54320987654321,1.4989311298457908e-05
4345,Uncle Naji in UAE,0,2019,3,0.4042553191489362,0.4320987654320988,2.380655323872727e-05
4346,Tarung Sarung,0,2020,11,0.48936170212765956,0.5925925925925926,8.11186258504781e-05
4347,Lola Igna,0,2019,11,0.48510638297872344,0.7037037037037037,7.847345326839728e-05
4348,Vir Das: Outside in - The Lockdown Special,0,2020,11,0.2127659574468085,0.6172839506172839,0.00011065638635038045
4349,Kenny Sebastian: The Most Interesting Person in the Room,0,2020,11,0.2851063829787234,0.5802469135802469,0.0004329265792672255
4350,We Are Legends,0,2019,11,0.4595744680851064,0.4444444444444444,8.288207423853197e-05
4351,Fate of Alakada,0,2020,11,0.48510638297872344,0.6790123456790124,2.1602242753659928e-05
4352,A Go! Go! Cory Carson Christmas,0,2020,11,0.08936170212765958,0.5925925925925926,1.895707017157912e-05
4353,Your Excellency,0,2019,11,0.5106382978723404,0.6296296296296295,1.6752759686511782e-05
4354,Elevator Baby,0,2019,11,0.35319148936170214,0.6666666666666667,2.997862259691582e-05
4355,Andre and His Olive Tree,0,2020,11,0.44255319148936173,0.6296296296296295,8.640897101463971e-05
4356,Nenjamundu Nermaiyundu Odu Raja,0,2019,0,0.5446808510638298,0.5679012345679012,0.0001591512170218619
4357,Namaste Wahala,0,2020,11,0.451063829787234,0.45679012345679015,0.0006749598705276193
4358,Super Monsters: Santa's Super Monster Helpers,0,2020,11,0.1021276595744681,0.37037037037037035,8.817241940269358e-06
4359,High End Yaariyaan,0,2019,11,0.5957446808510638,0.5308641975308642,0.0006648200422963096
4360,Nimbe: The Movie,0,2019,11,0.46808510638297873,0.54320987654321,2.292482904470033e-05
4361,In Paradox,0,2019,11,0.4042553191489362,0.4320987654320988,6.172069358188551e-05
4362,The Panti Sisters,0,2019,3,0.4595744680851064,0.5061728395061728,0.00011418328312648818
4363,Luccas Neto in: Children's Day,0,2019,11,0.3446808510638298,0.12345679012345681,3.086034679094275e-06
4364,Holiday Home Makeover with Mr. Christmas,1,2020,6,0.18297872340425533,0.5308641975308642,0.0001260865597458518
4365,Buddi,1,2020,9,0.03404255319148936,0.691358024691358,2.4688277432754204e-05
4366,I'm Glad I Did,0,2020,11,0.5234042553191489,0.851851851851852,0.0006092714180726126
4367,RK Nagar,0,2019,11,0.46808510638297873,0.4444444444444444,5.819379680577777e-05
4368,Ladies Up,1,2020,11,0.0723404255319149,0.345679012345679,0.00010095742021608415
4369,Kings of Jo'Burg,1,2020,7,0.2170212765957447,0.5061728395061728,0.0002142589791485454
4370,Si Doel the Movie 2,0,2019,11,0.4042553191489362,0.6790123456790124,7.803259117138382e-05
4371,My Stupid Boss 2,0,2019,11,0.4,0.6296296296296295,0.00019662449526800668
4372,Mariposa,0,2020,11,0.4978723404255319,0.7654320987654322,0.0003063991574243602
4373,The House Arrest of Us,1,2020,8,0.11063829787234043,0.5061728395061728,4.4967933895373725e-05
4374,The Smart Money Woman,1,2020,7,0.2042553191489362,0.6049382716049383,4.408620970134679e-05
4375,Kaagar,0,2019,11,0.548936170212766,0.5802469135802469,2.6010863723794608e-05
4376,Four Sisters Before the Wedding,0,2020,11,0.49361702127659574,0.5925925925925926,7.362397020124914e-05
4377,Extreme Engagement,1,2019,11,0.1702127659574468,0.5061728395061728,0.0001662050105740774
4378,Fary: Hexagone,1,2020,7,0.2170212765957447,0.5802469135802469,5.3344313738629616e-05
4379,Carlos Almaraz: Playing with Fire,0,2019,11,0.34893617021276596,0.7407407407407407,2.33656911417138e-05
4380,True Tunes,1,2019,10,0.012765957446808512,0.8024691358024691,3.967758873121211e-06
4381,Bypass Road,0,2019,11,0.5829787234042554,0.4814814814814815,0.0004382169244313871
4382,Rakkhosh,0,2019,11,0.48085106382978726,0.4197530864197532,7.891431536541076e-05
4383,Hamid,0,2019,11,0.4595744680851064,0.7654320987654322,0.000521980722863946
4384,Children of Adam,1,2020,5,0.17446808510638298,0.7777777777777778,7.27422460072222e-05
4385,Word Party Songs,1,2020,9,0.01702127659574468,0.2592592592592593,5.731207261175082e-06
4386,A Home with a View,0,2019,11,0.39148936170212767,0.54320987654321,0.0001274091460368922
4387,Cemara's Family,0,2019,11,0.46808510638297873,0.7777777777777778,0.0003284422622750336
4388,David A. Arnold Fat Ballerina,0,2020,11,0.2553191489361702,0.7283950617283951,2.909689840288888e-05
4389,Alone/Together,0,2019,11,0.43829787234042555,0.654320987654321,0.00019662449526800668
4390,Between Maybes,0,2019,11,0.4553191489361702,0.5802469135802469,7.362397020124914e-05
4391,Sur Sapata,0,2019,11,0.5446808510638298,0.7283950617283951,1.7634483880538717e-05
4392,Si Doel the Movie 3,0,2020,11,0.39574468085106385,0.6419753086419754,5.510776212668349e-05
4393,Mama Drama,0,2020,11,0.3617021276595745,0.5925925925925926,1.3225862910404037e-06
4394,The Defected,1,2019,5,0.17872340425531916,0.7283950617283951,2.777431211184848e-05
4395,Tuna Girl,0,2019,11,0.37872340425531914,0.5679012345679012,5.9516383096818175e-05
4396,The Wedding Shaman,0,2019,11,0.4723404255319149,0.691358024691358,6.745190084306059e-05
4397,Dilan 1991,0,2019,11,0.5021276595744681,0.654320987654321,0.00045937830508803354
4398,She Is,0,2019,11,0.451063829787234,0.5308641975308642,4.4086209701346775e-07
4399,Bhai - Vyakti Ki Valli 2,0,2019,4,0.5531914893617021,0.7777777777777778,8.376379843255891e-05
4400,Elf Pets: A Fox Cub's Christmas Tale,0,2019,11,0.11914893617021277,0.3950617283950617,4.100017502225252e-05
4401,This Lady Called Life,0,2020,11,0.5106382978723404,0.654320987654321,2.5129139529767673e-05
4402,One Take,0,2020,11,0.3617021276595745,0.54320987654321,2.0720518559632993e-05
4403,#FriendButMarried 2,0,2020,11,0.44255319148936173,0.6666666666666667,0.00013005431861897303
4404,Luccas Neto in: Summer Camp,0,2019,0,0.3702127659574468,0.1604938271604938,2.0720518559632993e-05
4405,Girl's Revenge,0,2020,11,0.3446808510638298,0.5185185185185185,8.155948794749156e-05
4406,Kolaiyuthir Kaalam,0,2019,11,0.46382978723404256,0.1358024691358025,0.00017325880412629287
4407,Sakaling Maging Tayo,0,2019,11,0.3829787234042553,0.691358024691358,2.997862259691582e-05
4408,Story of Kale: When Someone's in Love,0,2020,11,0.32765957446808514,0.6049382716049383,0.000116828455708569
4409,Mighty Little Bheem: Diwali,1,2019,11,0.1021276595744681,0.7654320987654322,1.3225862910404038e-05
4410,Born Beautiful,0,2019,11,0.4085106382978724,0.49382716049382713,4.981741696252188e-05
4411,Milea,0,2020,11,0.42127659574468085,0.6049382716049383,0.0002389472565812996
4412,Stunt School,0,2019,11,0.4042553191489362,0.3580246913580247,0.0004928838244610571
4413,A Perfect Day for Arsenide,1,2020,7,0.09787234042553192,0.4320987654320988,4.849483067148147e-06
4414,Anatomy of a Scandal,1,2022,7,0.19148936170212766,0.6790123456790124,0.007238955632961144
4415,Heartstopper,1,2022,5,0.11914893617021277,0.9135802469135804,0.012773097536771206
4416,The Pentaverate,1,2022,7,0.1148936170212766,0.5679012345679012,0.0015006945782338448
4417,Inventing Anna,1,2022,7,0.2893617021276596,0.654320987654321,0.023850639448428614
4418,The Adam Project,0,2022,3,0.451063829787234,0.6419753086419754,0.06903812266811504
4419,Operation Mincemeat,0,2022,3,0.5446808510638298,0.6666666666666667,0.0008671757448254914
4420,The Power of the Dog,0,2021,4,0.5361702127659574,0.6666666666666667,0.06986870685888841
4421,Pieces of Her,1,2022,7,0.22127659574468087,0.6049382716049383,0.004989236351901417
4422,Choose or Die,0,2022,11,0.3617021276595745,0.3950617283950617,0.006571490418082753
4423,Metal Lords,0,2022,4,0.4127659574468085,0.6419753086419754,0.008677929517613103
4424,Conversations with a Killer: The John Wayne Gacy Tapes,1,2022,7,0.25957446808510637,0.7037037037037037,0.0017541902840165888
4425,The Bubble,0,2022,4,0.5361702127659574,0.3950617283950617,0.008850306597545368
4426,White Hot: The Rise & Fall of Abercrombie & Fitch,0,2022,4,0.37446808510638296,0.5061728395061728,0.0005197764123788787
4427,Pacific Rim: The Black,1,2021,5,0.1021276595744681,0.6790123456790124,0.002112170306791525
4428,Vikings: Valhalla,1,2022,7,0.2170212765957447,0.691358024691358,0.013810005188946883
4429,Arcane,1,2021,5,0.17446808510638298,0.9382716049382717,0.07733029785084136
4430,Windfall,0,2022,4,0.39148936170212767,0.5185185185185185,0.007588559275892823
4431,"tick, tick... BOOM!",0,2021,3,0.5148936170212766,0.7407407407407407,0.04250483735935948
4432,Hold Tight,1,2022,7,0.2,0.5679012345679012,0.0004884752034909224
4433,Bad Vegan: Fame. Fraud. Fugitives.,1,2022,7,0.22127659574468087,0.5308641975308642,0.0009068533335567034
4434,Midnight Mass,1,2021,7,0.2723404255319149,0.7654320987654322,0.04510724631802998
4435,Don't Look Up,0,2021,4,0.5872340425531914,0.7037037037037037,0.21974418535958698
4436,Murderville,1,2022,7,0.1446808510638298,0.6666666666666667,0.004588933567813188
4437,Clark,1,2022,7,0.25957446808510637,0.7407407407407407,0.0008755521246687473
4438,The Ultimatum: Marry or Move On,1,2022,7,0.2127659574468085,0.4814814814814815,0.0006326371092143264
4439,Apollo 10Â½:  A Space Age Childhood,0,2022,3,0.41702127659574467,0.7160493827160493,0.0021721275519853566
4440,Hard Cell,1,2022,7,0.11063829787234043,0.5679012345679012,0.0002702484654692558
4441,The Woman in the House Across the Street from the Girl in the Window,1,2022,7,0.11063829787234043,0.5925925925925926,0.017175546437547696
4442,Archive 81,1,2022,7,0.2297872340425532,0.7160493827160493,0.01898484448369097
4443,Peter Rabbit 2: The Runaway,0,2021,2,0.39574468085106385,0.5802469135802469,0.004721192196917228
4444,Jimmy Savile: A British Horror Story,1,2022,7,0.3617021276595745,0.6419753086419754,0.00207469702854538
4445,Squid Game,1,2021,7,0.2297872340425532,0.8024691358024691,0.18372178427471353
4446,The Mystery of Marilyn Monroe: The Unheard Tapes,0,2022,4,0.4297872340425532,0.5802469135802469,0.0009822407521460064
4447,Black Crab,0,2022,11,0.48510638297872344,0.5061728395061728,0.0075369784105422475
4448,Yakamoz S-245,1,2022,7,0.2042553191489362,0.5679012345679012,0.0016999642460839323
4449,Bubble,0,2022,2,0.4297872340425532,0.6172839506172839,0.0010858433449441715
4450,The Lost Daughter,0,2021,4,0.5191489361702127,0.6419753086419754,0.02497263348532789
4451,365 Days: This Day,0,2022,11,0.4723404255319149,0.12345679012345681,0.004732213749342565
4452,Welcome To Eden,1,2022,7,0.17446808510638298,0.4197530864197532,0.0004267545099090369
4453,The Mitchells vs. the Machines,0,2021,2,0.48085106382978726,0.7530864197530864,0.04443096386121132
4454,Red Notice,0,2021,3,0.4978723404255319,0.5925925925925926,0.11257457733448603
4455,Stay Close,1,2021,7,0.2,0.6666666666666667,0.012636871148794044
4456,Maid,1,2021,7,0.2297872340425532,0.851851851851852,0.03304261417115942
4457,The Marked Heart,1,2022,7,0.18723404255319148,0.5925925925925926,0.00048406658252078775
4458,Meltdown: Three Mile Island,1,2022,5,0.18723404255319148,0.6790123456790124,0.0004201415784538349
4459,Shadow and Bone,1,2021,5,0.22127659574468087,0.7530864197530864,0.034288931319416495
4460,Lupin,1,2021,7,0.19574468085106383,0.7407407407407407,0.044337501096644465
4461,The Alpinist,0,2021,3,0.39148936170212767,0.8024691358024691,0.003168475891235794
4462,The Harder They Fall,0,2021,4,0.5914893617021276,0.6172839506172839,0.025368968510543
4463,Against the Ice,0,2022,11,0.4340425531914894,0.6172839506172839,0.007958442575287123
4464,Brand New Cherry Flavor,1,2021,7,0.18297872340425533,0.691358024691358,0.006367812129262531
4465,Human Resources,1,2022,7,0.1148936170212766,0.7037037037037037,0.0020967401333960535
4466,All of Us Are Dead,1,2022,7,0.25957446808510637,0.7407407407407407,0.01824640047119341
4467,Heirs to the Land,1,2022,7,0.2297872340425532,0.6790123456790124,0.0002618720856259999
4468,The House,0,2022,4,0.4127659574468085,0.654320987654321,0.005407173619870184
4469,Return to Space,0,2022,11,0.5446808510638298,0.7160493827160493,0.0014394147467489727
4470,The Weekend Away,0,2022,11,0.3872340425531915,0.5061728395061728,0.008906296083866078
4471,Behind Her Eyes,1,2021,7,0.2127659574468085,0.7037037037037037,0.025353538337147527
4472,Gangubai Kathiawadi,0,2022,11,0.6680851063829787,0.6790123456790124,0.019415566752473128
4473,Is It Cake?,1,2022,8,0.16170212765957448,0.5185185185185185,0.00020279656462619523
4474,Along for the Ride,0,2022,11,0.451063829787234,0.5555555555555556,0.0006291102124382187
4475,The Andy Warhol Diaries,1,2022,7,0.28085106382978725,0.7654320987654322,0.0006573253866470806
4476,The Colony,0,2021,4,0.44255319148936173,0.4814814814814815,0.003275164518713053
4477,Rescued by Ruby,0,2022,11,0.39574468085106385,0.691358024691358,0.002826807766050356
4478,The Cuphead Show!,1,2022,10,0.06382978723404255,0.7407407407407407,0.002551268955416939
4479,The Takedown,0,2022,11,0.5063829787234042,0.5185185185185185,0.0007772398770347439
4480,Diana: The Musical,0,2021,3,0.4978723404255319,0.345679012345679,0.000521980722863946
4481,Cowboy Bebop,1,2021,7,0.19148936170212766,0.6296296296296295,0.015616217200411061
4482,The Hand of God,0,2021,4,0.5531914893617021,0.7283950617283951,0.013327261192717136
4483,The 7 Lives of Lea,1,2022,7,0.17446808510638298,0.7407407407407407,0.0005250667575430403
4484,The Unforgivable,0,2021,4,0.4765957446808511,0.691358024691358,0.04495470803246332
4485,The Guilty,0,2021,4,0.3829787234042553,0.5925925925925926,0.05002814904489431
4486,Coming Home in the Dark,0,2021,11,0.39574468085106385,0.5185185185185185,0.0017828463203224641
4487,The Tinder Swindler,0,2022,11,0.48510638297872344,0.7037037037037037,0.025394097650072764
4488,The Silent Sea,1,2021,7,0.19148936170212766,0.6666666666666667,0.008174905864920735
4489,Sweet Tooth,1,2021,5,0.19148936170212766,0.7777777777777778,0.02168027534483131
4490,Till Death,0,2021,4,0.37872340425531914,0.5308641975308642,0.008386960533584214
4491,Clickbait,1,2021,7,0.19574468085106383,0.7037037037037037,0.022102621233770214
4492,Worst Roommate Ever,1,2022,7,0.2,0.8148148148148148,1.3225862910404037e-06
4493,Hellbound,1,2021,7,0.22127659574468087,0.6296296296296295,0.009743934068191669
4494,In from the Cold,1,2022,7,0.20851063829787234,0.5802469135802469,0.002935259841915669
4495,Silverton Siege,0,2022,3,0.425531914893617,0.5679012345679012,0.0009333050593775115
4496,Komi Can't Communicate,1,2021,5,0.1021276595744681,0.7777777777777778,0.0019190727082996257
4497,Tomorrow,1,2022,5,0.2553191489361702,0.7654320987654322,0.0002636355340140538
4498,Munich: The Edge of War,0,2022,3,0.548936170212766,0.654320987654321,0.011804523509632616
4499,Ginny & Georgia,1,2021,5,0.2297872340425532,0.7283950617283951,0.019648341939696237
4500,Texas Chainsaw Massacre,0,2022,4,0.35319148936170214,0.40740740740740733,0.0201936883537019
4501,Passing,0,2021,3,0.41702127659574467,0.6419753086419754,0.0059727996903384635
4502,Downfall: The Case Against Boeing,0,2022,4,0.37872340425531914,0.7283950617283951,0.004154243540157908
4503,Inside Job,1,2021,7,0.11914893617021277,0.7530864197530864,0.0066711252520077965
4504,Dirty Lines,1,2022,7,0.19574468085106383,0.7160493827160493,0.0003138938130735891
4505,Trivia Quest,1,2022,6,0.03829787234042553,0.5061728395061728,7.538741858930302e-05
4506,Army of Thieves,0,2021,4,0.5404255319148936,0.6049382716049383,0.03131487561296364
4507,Gunpowder Milkshake,0,2021,4,0.48510638297872344,0.5555555555555556,0.01802376511220161
4508,Captain Nova,0,2021,11,0.36595744680851067,0.49382716049382713,0.0004210233026478618
4509,The Sparks Brothers,0,2021,4,0.5957446808510638,0.7777777777777778,0.0019446427099264068
4510,The Chair,1,2021,7,0.1276595744680851,0.7037037037037037,0.007004857859446992
4511,The Trip,0,2021,11,0.48085106382978726,0.6666666666666667,0.008685424173262332
4512,Sex/Life,1,2021,7,0.2042553191489362,0.4814814814814815,0.008640456239366958
4513,The Chestnut Man,1,2021,7,0.23404255319148937,0.7654320987654322,0.018184679777611526
